respID,Response,Std,DupeCount,OrigCount,OG99,OrigSum,OG99Sum,FlexCat,FlexCount,FlexSum,ShiftCount,ShiftSum,StartingRow,CaseOrder,RespSec,ReadSec,N,M,count,MAUI,pct_giving,UI95
22837508,necklace,necklace,41,1,0,3,2,link,1,3,1,3,1882,1,5.989,30.432,928,294,39,0.394892777,0.044117647,1
22837508,tower,tower,1,1,1,3,2,link,0,3,0,3,1882,2,10.78,30.432,928,294,1,0.949633183,0.001131222,1
22837508,ear rings,earring,62,0,0,3,2,bend,1,3,1,3,1882,3,16.443,30.432,928,294,57,0.263120767,0.064479638,0
22837508,safety clips,safety pin,5,1,1,3,2,tip,1,3,1,3,1882,4,24.867,30.432,928,294,5,0.797968397,0.005656109,1
17406806,poke holes in paper,hole punch,14,1,0,4,1,tip,1,2,0,2,1886,1,38.381,4.949,928,294,13,0.656179458,0.014705882,1
17406806,fastener,fastener,32,1,0,4,1,bind,1,2,1,2,1886,2,44.677,4.949,928,294,30,0.468115124,0.033936652,1
17406806,clean small crevices,clean crevice,21,1,0,4,1,tip,0,2,1,2,1886,3,54.629,4.949,928,294,21,0.567155756,0.023755656,1
17406806,reset a watch,reset watch,2,1,1,4,1,tip,0,2,0,2,1886,4,78.042,4.949,928,294,2,0.878668172,0.002262443,1
79900360,Aluminum,aluminum,1,1,1,3,2,attribute,1,2,1,3,1890,1,4.064,5.677,928,294,1,0.949633183,0.001131222,1
79900360,Paper,paper s ,173,0,0,3,2,bind,1,2,1,3,1890,2,8.743,5.677,928,294,167,0.153639955,0.188914027,0
79900360,Steel,steel,7,1,1,3,2,attribute,0,2,1,3,1890,3,14.433,5.677,928,294,7,0.750141084,0.007918552,1
79900360,Plastic,plastic,37,1,0,3,2,attribute,0,2,0,3,1890,4,19.399,5.677,928,294,36,0.426636569,0.040723982,1
32723065,making a necklace,necklace,41,1,0,1,0,link,1,2,1,2,1894,1,4.788,5.319,928,294,39,0.394892777,0.044117647,1
32723065,unfolded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.624576749,0.016968326,1
97200111,Chain,chain,62,0,0,7,2,link,1,6,1,7,1896,1,3.559,3.094,928,294,58,0.246896163,0.06561086,0
97200111,Unbend,unbend,2,1,1,7,2,bend,1,6,1,7,1896,2,9.991,3.094,928,294,2,0.878668172,0.002262443,1
97200111,Office,office,51,0,0,7,2,location,1,6,1,7,1896,3,14.207,3.094,928,294,45,0.342268623,0.050904977,0
97200111,Organize,organize,89,0,0,7,2,bind,1,6,1,7,1896,4,16.623,3.094,928,294,85,0.226721219,0.096153846,0
97200111,Poke,poker,26,1,0,7,2,tip,1,6,1,7,1896,5,17.783,3.094,928,294,25,0.522291196,0.028280543,1
97200111,Metal,metal,145,0,0,7,2,attribute,1,6,1,7,1896,6,24.591,3.094,928,294,133,0.195965011,0.150452489,0
97200111,Plastic-coated,plastic,37,1,0,7,2,attribute,0,6,0,7,1896,7,36.047,3.094,928,294,36,0.426636569,0.040723982,1
97200111,Silver,silver,31,1,0,7,2,attribute,0,6,0,7,1896,8,39.559,3.094,928,294,31,0.455276524,0.035067873,1
97200111,Colorful,colors,46,1,0,7,2,attribute,0,6,0,7,1896,9,41.415,3.094,928,294,45,0.342268623,0.050904977,0
97200111,Circular,circular,1,1,1,7,2,attribute,0,6,0,7,1896,10,44.399,3.094,928,294,1,0.949633183,0.001131222,1
97200111,Unite,bind,18,1,0,7,2,bind,0,6,1,7,1896,11,54.039,3.094,928,294,17,0.604683973,0.019230769,1
23874702,phone holder,holder,22,1,0,2,0,bend,1,1,1,1,1907,1,13.028,5.122,928,294,20,0.578724605,0.022624434,1
23874702,dress holder,hanger,13,1,0,2,0,bend,0,1,0,1,1907,2,24.426,5.122,928,294,12,0.672121896,0.013574661,1
78844703,hook,hook,21,1,0,3,1,bend,1,2,0,1,1909,1,45.611,5.815,928,294,19,0.587048533,0.021493213,1
78844703,lock picker,lock picker,186,0,0,3,1,tip,1,2,1,1,1909,2,61.093,5.815,928,294,178,0.10496614,0.201357466,0
78844703,stirrer for small paint bottles,stir stick,4,1,1,3,1,tip,0,2,0,1,1909,3,107.84,5.815,928,294,4,0.819130926,0.004524887,1
78844703,poker,poker,26,1,0,3,1,tip,0,2,0,1,1909,4,130.091,5.815,928,294,25,0.522291196,0.028280543,1
70351050,staples,staple,49,0,0,0,0,bend,1,1,1,1,1913,1,10.483,3.995,928,294,49,0.315744921,0.055429864,0
12418187,hold,hold,30,1,0,2,0,bind,1,2,1,2,1914,1,2.857,1348.853,928,294,27,0.500282167,0.030542986,1
12418187,bend,bend,39,1,0,2,0,bend,1,2,1,2,1914,2,6.058,1348.853,928,294,38,0.405756208,0.042986425,1
26197707,collection,collection,1,1,1,4,2,attribute,1,4,1,6,1916,1,7.705,1.454,928,294,1,0.949633183,0.001131222,1
26197707,hair pin,hair pin,10,1,0,4,2,bind,1,4,1,6,1916,2,9.88,1.454,928,294,9,0.706123025,0.010180995,1
26197707,necklace,necklace,41,1,0,4,2,link,1,4,1,6,1916,3,17.736,1.454,928,294,39,0.394892777,0.044117647,1
26197707,paper holder,hold paper together,294,0,0,4,2,bind,0,4,1,6,1916,4,26.104,1.454,928,294,283,0.039926637,0.320135747,0
26197707,decoration,decoration,8,1,1,4,2,icon,1,4,1,6,1916,5,35.56,1.454,928,294,8,0.7251693,0.009049774,1
26197707,chain,chain,62,0,0,4,2,link,0,4,1,6,1916,6,36.792,1.454,928,294,58,0.246896163,0.06561086,0
71855380,To arrange the papers,organize,89,0,0,0,0,bind,1,1,1,1,1922,1,28.168,6.542,928,294,85,0.226721219,0.096153846,0
56032122,Metal,metal,145,0,0,1,0,attribute,1,1,1,1,1923,1,2.379,1.349,928,294,133,0.195965011,0.150452489,0
56032122,plastic,plastic,37,1,0,1,0,attribute,0,1,0,1,1923,2,4.9,1.349,928,294,36,0.426636569,0.040723982,1
41654252,colors,colors,46,1,0,7,4,attribute,1,2,0,1,1925,1,4.94,2.936,928,294,45,0.342268623,0.050904977,0
41654252,metal,metal,145,0,0,7,4,attribute,0,2,0,1,1925,2,6.941,2.936,928,294,133,0.195965011,0.150452489,0
41654252,cold,cold,1,1,1,7,4,attribute,0,2,0,1,1925,3,8.895,2.936,928,294,1,0.949633183,0.001131222,1
41654252,smoth,smooth,1,1,1,7,4,attribute,0,2,0,1,1925,4,11.432,2.936,928,294,1,0.949633183,0.001131222,1
41654252,shiney,shiny,8,1,1,7,4,attribute,0,2,0,1,1925,5,16.307,2.936,928,294,7,0.750141084,0.007918552,1
41654252,small,small,42,1,0,7,4,attribute,0,2,0,1,1925,6,19.907,2.936,928,294,40,0.378103837,0.045248869,1
41654252,large,large,16,1,0,7,4,attribute,0,2,0,1,1925,7,22.793,2.936,928,294,16,0.611738149,0.018099548,1
41654252,practical,practical,3,1,1,7,4,icon,1,2,1,1,1925,8,29.724,2.936,928,294,3,0.842832957,0.003393665,1
54157051,minutiae,minutiae,1,1,1,8,6,icon,1,4,0,5,1933,1,8.881,5.474,928,294,1,0.949633183,0.001131222,1
54157051,paper,paper s ,173,0,0,8,6,bind,1,4,1,5,1933,2,11.905,5.474,928,294,167,0.153639955,0.188914027,0
54157051,boring,boring,2,1,1,8,6,icon,0,4,1,5,1933,3,18.272,5.474,928,294,2,0.878668172,0.002262443,1
54157051,paperwork,paperwork,8,1,1,8,6,bind,0,4,1,5,1933,4,21.983,5.474,928,294,8,0.7251693,0.009049774,1
54157051,necessary,necessary,4,1,1,8,6,location,1,4,1,5,1933,5,29.95,5.474,928,294,4,0.819130926,0.004524887,1
54157051,metal,metal,145,0,0,8,6,attribute,1,4,1,5,1933,6,40.044,5.474,928,294,133,0.195965011,0.150452489,0
54157051,steel,steel,7,1,1,8,6,attribute,0,4,0,5,1933,7,42.716,5.474,928,294,7,0.750141084,0.007918552,1
54157051,small,small,42,1,0,8,6,attribute,0,4,0,5,1933,8,45.011,5.474,928,294,40,0.378103837,0.045248869,1
54157051,large,large,16,1,0,8,6,attribute,0,4,0,5,1933,9,48.339,5.474,928,294,16,0.611738149,0.018099548,1
54157051,different models,shapes,2,1,1,8,6,attribute,0,4,0,5,1933,10,53.69,5.474,928,294,2,0.878668172,0.002262443,1
40733644,book,book,2,1,1,2,2,bind,1,1,1,1,1943,1,16.417,13.606,928,294,2,0.878668172,0.002262443,1
40733644,letter,letter,1,1,1,2,2,bind,0,1,0,1,1943,2,28.92,13.606,928,294,1,0.949633183,0.001131222,1
40733644,paper,paper s ,173,0,0,2,2,bind,0,1,0,1,1943,3,42.171,13.606,928,294,167,0.153639955,0.188914027,0
13169420,Metal,metal,145,0,0,2,1,attribute,1,5,1,6,1946,1,3.962,1.603,928,294,133,0.195965011,0.150452489,0
13169420,Microsoft word,microsoft,29,1,0,2,1,icon,1,5,1,6,1946,2,8.595,1.603,928,294,28,0.488713318,0.031674208,1
13169420,lockpick,lock picker,186,0,0,2,1,tip,1,5,1,6,1946,3,16.793,1.603,928,294,178,0.10496614,0.201357466,0
13169420,paper holder,hold paper together,294,0,0,2,1,bind,1,5,1,6,1946,4,33.534,1.603,928,294,283,0.039926637,0.320135747,0
13169420,buisness,business,5,1,1,2,1,location,1,5,1,6,1946,5,39.748,1.603,928,294,5,0.797968397,0.005656109,1
13169420,orginization,organize,89,0,0,2,1,bind,0,5,1,6,1946,6,49.267,1.603,928,294,85,0.226721219,0.096153846,0
59823693,paper,paper s ,173,0,0,4,1,bind,1,3,0,2,1952,1,1.899,2.408,928,294,167,0.153639955,0.188914027,0
59823693,hold,hold,30,1,0,4,1,bind,0,3,0,2,1952,2,3.789,2.408,928,294,27,0.500282167,0.030542986,1
59823693,pick,pick,6,1,1,4,1,tip,1,3,1,2,1952,3,6.212,2.408,928,294,6,0.775112867,0.00678733,1
59823693,lock,lock picker,186,0,0,4,1,tip,0,3,0,2,1952,4,8.201,2.408,928,294,178,0.10496614,0.201357466,0
59823693,hook,hook,21,1,0,4,1,bend,1,3,1,2,1952,5,12.62,2.408,928,294,19,0.587048533,0.021493213,1
59823693,bend,bend,39,1,0,4,1,bend,0,3,0,2,1952,6,15.57,2.408,928,294,38,0.405756208,0.042986425,1
60418718,papers,paper s ,173,0,0,2,2,bind,1,3,1,3,1958,1,15.58,8.816,928,294,167,0.153639955,0.188914027,0
60418718,mini slingshots,slingshot,4,1,1,2,2,bend,1,3,1,3,1958,2,23.717,8.816,928,294,4,0.819130926,0.004524887,1
60418718,toothpic,toothpick,58,0,0,2,2,tip,1,3,1,3,1958,3,34.668,8.816,928,294,56,0.279063205,0.063348416,0
60418718,eye glass repair,glass repair,5,1,1,2,2,tip,0,3,0,3,1958,4,43.483,8.816,928,294,5,0.797968397,0.005656109,1
60418718,lock pic,lock picker,186,0,0,2,2,tip,0,3,0,3,1958,5,49.861,8.816,928,294,178,0.10496614,0.201357466,0
51112041,Combined paperwork,paperwork,8,1,1,2,1,bind,1,2,1,2,1963,1,NA,2269.579,928,294,8,0.7251693,0.009049774,1
51112041,holding files,files,15,1,0,2,1,bind,0,2,0,2,1963,2,NA,2269.579,928,294,14,0.641083521,0.015837104,1
51112041,use to unlock door,lock picker,186,0,0,2,1,tip,1,2,1,2,1963,3,NA,2269.579,928,294,178,0.10496614,0.201357466,0
80486290,Lock pick,lock picker,186,0,0,2,2,tip,1,2,0,2,1966,1,10.153,20.922,928,294,178,0.10496614,0.201357466,0
80486290,Angel craft,angel craft,1,1,1,2,2,icon,1,2,1,2,1966,2,40.689,20.922,928,294,1,0.949633183,0.001131222,1
80486290,Painting tool,paint brush,5,1,1,2,2,tip,0,2,1,2,1966,3,64.433,20.922,928,294,5,0.797968397,0.005656109,1
67320436,metal,metal,145,0,0,0,0,attribute,1,2,1,2,1969,1,NA,6.125,928,294,133,0.195965011,0.150452489,0
67320436,holds papers,hold paper together,294,0,0,0,0,bind,1,2,1,2,1969,2,NA,6.125,928,294,283,0.039926637,0.320135747,0
69139430,Earrings,earring,62,0,0,2,1,bend,1,4,1,4,1971,1,3.179,7.949,928,294,57,0.263120767,0.064479638,0
69139430,grouping paper,hold paper together,294,0,0,2,1,bind,1,4,1,4,1971,2,10.846,7.949,928,294,283,0.039926637,0.320135747,0
69139430,necklaces,necklace,41,1,0,2,1,link,1,4,1,4,1971,3,15.923,7.949,928,294,39,0.394892777,0.044117647,1
69139430,jar filler,jar filler,2,1,1,2,1,icon,1,4,1,4,1971,4,79.631,7.949,928,294,2,0.878668172,0.002262443,1
11372951,To hold papers together.,hold paper together,294,0,0,3,1,bind,1,2,1,2,1975,1,29.707,2.842,928,294,283,0.039926637,0.320135747,0
11372951,To open a door.,lock picker,186,0,0,3,1,tip,1,2,1,2,1975,2,46.224,2.842,928,294,178,0.10496614,0.201357466,0
11372951,To pop a balloon.,pop balloon,5,1,1,3,1,tip,0,2,0,2,1975,3,55.159,2.842,928,294,4,0.819130926,0.004524887,1
11372951,To deflate a ball,poke a hole in something,25,1,0,3,1,tip,0,2,0,2,1975,4,95.398,2.842,928,294,25,0.522291196,0.028280543,1
11372951,to clean underneath nails,clean fingernail,42,1,0,3,1,tip,0,2,0,2,1975,5,110.9,2.842,928,294,40,0.378103837,0.045248869,1
50270483,work,work,21,1,0,5,3,location,1,3,1,5,1980,1,2.076,1.681,928,294,21,0.567155756,0.023755656,1
50270483,papers,paper s ,173,0,0,5,3,bind,1,3,1,5,1980,2,3.523,1.681,928,294,167,0.153639955,0.188914027,0
50270483,filing,filing,5,1,1,5,3,bind,0,3,0,5,1980,3,5.025,1.681,928,294,5,0.797968397,0.005656109,1
50270483,metal,metal,145,0,0,5,3,attribute,1,3,1,5,1980,4,7.372,1.681,928,294,133,0.195965011,0.150452489,0
50270483,silver,silver,31,1,0,5,3,attribute,0,3,0,5,1980,5,9.67,1.681,928,294,31,0.455276524,0.035067873,1
50270483,organize,organize,89,0,0,5,3,bind,0,3,1,5,1980,6,13.58,1.681,928,294,85,0.226721219,0.096153846,0
50270483,group,group,4,1,1,5,3,attribute,0,3,1,5,1980,7,17.572,1.681,928,294,4,0.819130926,0.004524887,1
50270483,supplies,supplies,9,1,1,5,3,attribute,0,3,0,5,1980,8,25.019,1.681,928,294,8,0.7251693,0.009049774,1
89221318,Paper,paper s ,173,0,0,0,0,bind,1,1,1,1,1988,1,5.364,24.345,928,294,167,0.153639955,0.188914027,0
31155613,joining papers,hold paper together,294,0,0,3,3,bind,1,3,0,3,1989,1,47.721,13.202,928,294,283,0.039926637,0.320135747,0
31155613,connecting two wires,circuit,9,1,1,3,3,link,1,3,1,3,1989,2,61.545,13.202,928,294,9,0.706123025,0.010180995,1
31155613,picking at teeth,toothpick,58,0,0,3,3,tip,1,3,1,3,1989,3,89.051,13.202,928,294,56,0.279063205,0.063348416,0
31155613,cleaning the end of a tube,clean tube,2,1,1,3,3,tip,0,3,0,3,1989,4,108.753,13.202,928,294,2,0.878668172,0.002262443,1
31155613,use as a tie clasp,tie clip,4,1,1,3,3,bind,0,3,1,3,1989,5,180.709,13.202,928,294,4,0.819130926,0.004524887,1
19064020,lock pick,lock picker,186,0,0,3,1,tip,1,4,1,4,1994,1,8.802,8.19,928,294,178,0.10496614,0.201357466,0
19064020,worry object,fidgeting,6,1,1,3,1,icon,1,4,1,4,1994,2,20.071,8.19,928,294,5,0.797968397,0.005656109,1
19064020,holder,holder,22,1,0,3,1,bend,1,4,1,4,1994,3,33.203,8.19,928,294,20,0.578724605,0.022624434,1
19064020,metal,metal,145,0,0,3,1,attribute,1,4,1,4,1994,4,45.171,8.19,928,294,133,0.195965011,0.150452489,0
19064020,plastic,plastic,37,1,0,3,1,attribute,0,4,0,4,1994,5,53.271,8.19,928,294,36,0.426636569,0.040723982,1
40435244,Metal,metal,145,0,0,1,1,attribute,1,4,0,3,1999,1,4.117,27.154,928,294,133,0.195965011,0.150452489,0
40435244,Hold papers together,hold paper together,294,0,0,1,1,bind,1,4,1,3,1999,2,11.415,27.154,928,294,283,0.039926637,0.320135747,0
40435244,Bend into shape,make shapes,3,1,1,1,1,bend,1,4,1,3,1999,3,16.279,27.154,928,294,3,0.842832957,0.003393665,1
40435244,Link together,chain,62,0,0,1,1,link,1,4,1,3,1999,4,19.607,27.154,928,294,58,0.246896163,0.06561086,0
51455126,Annoying Microsoft Word Assistant,microsoft,29,1,0,2,1,icon,1,4,1,4,2003,1,11.423,2.414,928,294,28,0.488713318,0.031674208,1
51455126,Metal item that holds papers together,hold paper together,294,0,0,2,1,bind,1,4,1,4,2003,2,63.224,2.414,928,294,283,0.039926637,0.320135747,0
51455126,Missing when I need one,hard to find,4,1,1,2,1,location,1,4,1,4,2003,3,97.775,2.414,928,294,4,0.819130926,0.004524887,1
51455126,Unfolded used to break in a door,lock picker,186,0,0,2,1,tip,1,4,1,4,2003,4,108.695,2.414,928,294,178,0.10496614,0.201357466,0
71721557,Paper,paper s ,173,0,0,2,0,bind,1,3,1,3,2007,1,6.391,36.495,928,294,167,0.153639955,0.188914027,0
71721557,stapler,stapler,13,1,0,2,0,attribute,1,3,1,3,2007,2,17.162,36.495,928,294,13,0.656179458,0.014705882,1
71721557,office supplies,office supply,33,1,0,2,0,location,1,3,1,3,2007,3,30.835,36.495,928,294,30,0.468115124,0.033936652,1
42072154,metal,metal,145,0,0,4,0,attribute,1,3,1,3,2010,1,3.17,4.092,928,294,133,0.195965011,0.150452489,0
42072154,silver,silver,31,1,0,4,0,attribute,0,3,0,3,2010,2,4.681,4.092,928,294,31,0.455276524,0.035067873,1
42072154,colors,colors,46,1,0,4,0,attribute,0,3,0,3,2010,3,6.292,4.092,928,294,45,0.342268623,0.050904977,0
42072154,plastic,plastic,37,1,0,4,0,attribute,0,3,0,3,2010,4,8.483,4.092,928,294,36,0.426636569,0.040723982,1
42072154,keep things togethert,together,54,0,0,4,0,bind,1,3,1,3,2010,5,12.413,4.092,928,294,49,0.315744921,0.055429864,0
42072154,work,work,21,1,0,4,0,location,1,3,1,3,2010,6,14.801,4.092,928,294,21,0.567155756,0.023755656,1
73471503,hold papers,hold paper together,294,0,0,4,1,bind,1,3,1,5,2016,1,10.778,1.671,928,294,283,0.039926637,0.320135747,0
73471503,hang ornaments,hang ornament,18,1,0,4,1,bend,1,3,1,5,2016,2,19.482,1.671,928,294,18,0.594808126,0.020361991,1
73471503,get something stuck in tight place,retrieve from small space,14,1,0,4,1,tip,1,3,1,5,2016,3,38.05,1.671,928,294,12,0.672121896,0.013574661,1
73471503,"use for letter ""S""",s shape,3,1,1,4,1,bend,0,3,1,5,2016,4,51.371,1.671,928,294,3,0.842832957,0.003393665,1
73471503,bookmark,bookmark,43,1,0,4,1,bind,0,3,1,5,2016,5,70.275,1.671,928,294,42,0.360891648,0.047511312,1
90871864,paper,paper s ,173,0,0,0,0,bind,1,1,0,0,2021,1,2.953,17.668,928,294,167,0.153639955,0.188914027,0
45664076,sticking things together,together,54,0,0,2,0,bind,1,3,0,2,2022,1,3.694,2.199,928,294,49,0.315744921,0.055429864,0
45664076,paper holding,hold paper together,294,0,0,2,0,bind,0,3,0,2,2022,2,5.691,2.199,928,294,283,0.039926637,0.320135747,0
45664076,weapon,weapon,32,1,0,2,0,tip,1,3,1,2,2022,3,7.322,2.199,928,294,29,0.480671558,0.03280543,1
45664076,lock picking,lock picker,186,0,0,2,0,tip,0,3,0,2,2022,4,8.988,2.199,928,294,178,0.10496614,0.201357466,0
45664076,bend,bend,39,1,0,2,0,bend,1,3,1,2,2022,5,10.539,2.199,928,294,38,0.405756208,0.042986425,1
79585888,organization,organize,89,0,0,3,2,bind,1,2,1,3,2027,1,5.041,5.282,928,294,85,0.226721219,0.096153846,0
79585888,office supplies,office supply,33,1,0,3,2,location,1,2,1,3,2027,2,9.415,5.282,928,294,30,0.468115124,0.033936652,1
79585888,sorting,sorting,3,1,1,3,2,bind,0,2,1,3,2027,3,20.158,5.282,928,294,3,0.842832957,0.003393665,1
79585888,filing,filing,5,1,1,3,2,bind,0,2,0,3,2027,4,24.117,5.282,928,294,5,0.797968397,0.005656109,1
49295397,clippy,microsoft,29,1,0,5,4,icon,1,4,1,5,2031,1,10.623,15.774,928,294,28,0.488713318,0.031674208,1
49295397,hold papers,hold paper together,294,0,0,5,4,bind,1,4,1,5,2031,2,23.729,15.774,928,294,283,0.039926637,0.320135747,0
49295397,make twangy sound,instrument,2,1,1,5,4,bend,1,4,1,5,2031,3,35.952,15.774,928,294,2,0.878668172,0.002262443,1
49295397,link together,chain,62,0,0,5,4,link,1,4,1,5,2031,4,43.362,15.774,928,294,58,0.246896163,0.06561086,0
49295397,money clip,money clip,7,1,1,5,4,bind,0,4,1,5,2031,5,80.192,15.774,928,294,7,0.750141084,0.007918552,1
49295397,put on lip,put on lip,1,1,1,5,4,bind,0,4,0,5,2031,6,93.649,15.774,928,294,1,0.949633183,0.001131222,1
49295397,fake fingernails,fake fingernails,1,1,1,5,4,bind,0,4,0,5,2031,7,103.124,15.774,928,294,1,0.949633183,0.001131222,1
18607291,inexpensive,cheap,12,1,0,3,2,attribute,1,4,1,5,2038,1,4.304,31.122,928,294,11,0.686653499,0.012443439,1
18607291,chain,chain,62,0,0,3,2,link,1,4,1,5,2038,2,6.052,31.122,928,294,58,0.246896163,0.06561086,0
18607291,hold things together,together,54,0,0,3,2,bind,1,4,1,5,2038,3,9.052,31.122,928,294,49,0.315744921,0.055429864,0
18607291,as common as wheel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.624576749,0.016968326,1
18607291,great name for a secret government project,operation paperclip,7,1,1,3,2,icon,1,4,1,5,2038,5,32.392,31.122,928,294,6,0.775112867,0.00678733,1
80984008,to hold papers together,hold paper together,294,0,0,2,2,bind,1,2,1,2,2043,1,8.112,4.556,928,294,283,0.039926637,0.320135747,0
80984008,small hole cleaner,clear hole,6,1,1,2,2,tip,1,2,1,2,2043,2,37.507,4.556,928,294,6,0.775112867,0.00678733,1
80984008,lock pick,lock picker,186,0,0,2,2,tip,0,2,0,2,2043,3,49.069,4.556,928,294,178,0.10496614,0.201357466,0
80984008,eye glass arm repair,glass repair,5,1,1,2,2,tip,0,2,0,2,2043,4,67.446,4.556,928,294,5,0.797968397,0.005656109,1
39495925,hold papers together,hold paper together,294,0,0,2,1,bind,1,4,1,4,2047,1,6.005,10.156,928,294,283,0.039926637,0.320135747,0
39495925,mini sculpture,sculpture,11,1,0,2,1,bend,1,4,1,4,2047,2,13.733,10.156,928,294,11,0.686653499,0.012443439,1
39495925,fidget toy,fidgeting,6,1,1,2,1,icon,1,4,1,4,2047,3,25.604,10.156,928,294,5,0.797968397,0.005656109,1
39495925,lock picker,lock picker,186,0,0,2,1,tip,1,4,1,4,2047,4,34.124,10.156,928,294,178,0.10496614,0.201357466,0
11609688,wire,wire,23,1,0,2,0,bend,1,2,1,2,2051,1,26.58,6.704,928,294,22,0.551918736,0.024886878,1
11609688,fastener,fastener,32,1,0,2,0,bind,1,2,1,2,2051,2,30.443,6.704,928,294,30,0.468115124,0.033936652,1
62878730,files,files,15,1,0,3,1,bind,1,3,0,2,2053,1,3.432,21.939,928,294,14,0.641083521,0.015837104,1
62878730,packet,packets,6,1,1,3,1,bind,0,3,0,2,2053,2,6.033,21.939,928,294,6,0.775112867,0.00678733,1
62878730,metal,metal,145,0,0,3,1,attribute,1,3,1,2,2053,3,15.772,21.939,928,294,133,0.195965011,0.150452489,0
62878730,magnet,magnet,13,1,0,3,1,attribute,0,3,0,2,2053,4,22.847,21.939,928,294,13,0.656179458,0.014705882,1
62878730,pick a lock,lock picker,186,0,0,3,1,tip,1,3,1,2,2053,5,30.868,21.939,928,294,178,0.10496614,0.201357466,0
91745050,life,life,1,1,1,7,2,icon,1,4,1,5,2058,1,2.579,1.631,928,294,1,0.949633183,0.001131222,1
91745050,metal,metal,145,0,0,7,2,attribute,1,4,1,5,2058,2,8.788,1.631,928,294,133,0.195965011,0.150452489,0
91745050,big,large,16,1,0,7,2,attribute,0,4,0,5,2058,3,16.594,1.631,928,294,16,0.611738149,0.018099548,1
91745050,small,small,42,1,0,7,2,attribute,0,4,0,5,2058,4,17.78,1.631,928,294,40,0.378103837,0.045248869,1
91745050,round,round,6,1,1,7,2,attribute,0,4,0,5,2058,5,19.769,1.631,928,294,6,0.775112867,0.00678733,1
91745050,plastic,plastic,37,1,0,7,2,attribute,0,4,0,5,2058,6,25.2,1.631,928,294,36,0.426636569,0.040723982,1
91745050,staples,staple,49,0,0,7,2,bend,1,4,1,5,2058,7,32.501,1.631,928,294,49,0.315744921,0.055429864,0
91745050,clips,clip,24,1,0,7,2,icon,0,4,1,5,2058,8,36.917,1.631,928,294,22,0.551918736,0.024886878,1
91745050,cd drives,eject disk sim tray,28,1,0,7,2,tip,1,4,1,5,2058,9,54.432,1.631,928,294,27,0.500282167,0.030542986,1
75324499,Clipping papers,clip paper,27,1,0,2,1,bind,1,1,1,1,2067,1,4.767,1.695,928,294,26,0.511568849,0.029411765,1
75324499,As a metal tie wrap,tie clip,4,1,1,2,1,bind,0,1,0,1,2067,2,36.522,1.695,928,294,4,0.819130926,0.004524887,1
93835574,Earrings,earring,62,0,0,4,2,bend,1,4,1,5,2069,1,15.388,5.781,928,294,57,0.263120767,0.064479638,0
93835574,Holding curtains,hold curtains,1,1,1,4,2,bind,1,4,1,5,2069,2,29.858,5.781,928,294,1,0.949633183,0.001131222,1
93835574,Holding hair back,hair tie,39,1,0,4,2,bind,0,4,0,5,2069,3,35.365,5.781,928,294,37,0.416337472,0.041855204,1
93835574,Cleaning pipes,pipe cleaner,10,1,0,4,2,tip,1,4,1,5,2069,4,43.924,5.781,928,294,10,0.695823928,0.011312217,1
93835574,Making chains,chain,62,0,0,4,2,link,1,4,1,5,2069,5,54.764,5.781,928,294,58,0.246896163,0.06561086,0
93835574,Grouping wires together,cord holder,9,1,1,4,2,bind,0,4,1,5,2069,6,61.654,5.781,928,294,8,0.7251693,0.009049774,1
55464460,Tatoo,tattoo,4,1,1,1,1,tip,1,1,1,1,2075,1,NA,6.322,928,294,4,0.819130926,0.004524887,1
94742790,government program for bringing nazi scientists to america after wwii,operation paperclip,7,1,1,2,2,icon,1,2,1,2,2076,1,11.798,13.84,928,294,6,0.775112867,0.00678733,1
94742790,internet nickname,nickname,2,1,1,2,2,icon,0,2,0,2,2076,2,26.703,13.84,928,294,2,0.878668172,0.002262443,1
94742790,implement used to hold pieces of paherper toget,hold paper together,294,0,0,2,2,bind,1,2,1,2,2076,3,40.214,13.84,928,294,283,0.039926637,0.320135747,0
16687093,eye glass screw replacement,glass repair,5,1,1,5,1,tip,1,3,1,3,2079,1,34.856,29.141,928,294,5,0.797968397,0.005656109,1
16687093,cleaner gets hard to reach spots,clean crevice,21,1,0,5,1,tip,0,3,0,3,2079,2,76.271,29.141,928,294,21,0.567155756,0.023755656,1
16687093,ornament hanger,hang ornament,18,1,0,5,1,bend,1,3,1,3,2079,3,114.246,29.141,928,294,18,0.594808126,0.020361991,1
16687093,hook,hook,21,1,0,5,1,bend,0,3,0,3,2079,4,135.316,29.141,928,294,19,0.587048533,0.021493213,1
16687093,jewelry clasp,clasp,11,1,0,5,1,bind,1,3,1,3,2079,5,179.755,29.141,928,294,9,0.706123025,0.010180995,1
40573434,organizer,organize,89,0,0,1,1,bind,1,1,0,0,2084,1,10.798,58.679,928,294,85,0.226721219,0.096153846,0
40573434,papers together,hold paper together,294,0,0,1,1,bind,0,1,0,0,2084,2,16.414,58.679,928,294,283,0.039926637,0.320135747,0
40573434,clip sgirt,clip shirt,1,1,1,1,1,bind,0,1,0,0,2084,3,22.093,58.679,928,294,1,0.949633183,0.001131222,1
